Molecule Name,Structure (CXSMILES),Batch Name,Barcode,Run Date,experiment_name,plate,chem_id,cell_line,frag_id,core_id,lib_plate_id,lib_well,batch,protein_reporter,reporter,gene_symbol,drc_curve,drc_curve File Name,drc_curve_no_ctrls,drc_curve_no_ctrls File Name,direction,ec50_estimate (log10([M])),ec50_std_error (log10([M])),ec50_ci_upper (log10([M])),ec50_ci_lower (log10([M])),slope_estimate (arb. units),slope_std_error (arb. units),slope_ci_upper (arb. units),slope_ci_lower (arb. units),emax_estimate (raw),emax_std_error (raw),emax_ci_upper (raw),emax_ci_lower (raw),emin_estimate (raw),emin_std_error (raw),emin_ci_upper (raw),emin_ci_lower (raw),emax_vs_pos_ctrl_estimate (linear),emax_vs_pos_ctrl_ci_upper (linear),emax_vs_pos_ctrl_ci_lower (linear),max_dose_activity_vs_pos_ctrl_estimate (linear),max_dose_activity_vs_pos_ctrl_ci_upper (linear),max_dose_activity_vs_pos_ctrl_ci_lower (linear),emin_vs_pos_ctrl_estimate (linear),emin_vs_pos_ctrl_ci_upper (linear),emin_vs_pos_ctrl_ci_lower (linear),pseudoyield,product_peak_area,qc_flag,version,ec05,conc_at_05_activity,conc_at_pos_ctrl_ec05_activity,ec50_clean (log10([M])),EC50 [uM],ec50_group,analysis_id,activity_status,saturation_status,rollover_status
OCNT-2432456,O=C(O)CN1N=CC(=O)C2=CC=CC=C21,AA-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2432456||NA|NA|AA-001,c6385,OCNT-2432456,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376095,OCNT-2432456-AA-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376096,OCNT-2432456-AA-001_c6385_no-ctrls.png,UP,-2.79,0.303,-2.15,-3.26,0.965,0.165,1.34,0.722,650E+03,214E+03,1.15E+06,351E+03,105E+03,798,107E+03,104E+03,1.32,2.57,0.587,0.0460,0.0614,0.0317,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-4.16,-4.25,-4.25,-2.79,1.61E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434216,O=C(CN1N=CC(=O)C2=CC=CC=C21)NCC1=CS(=O)(=O)C2=CC=CC=C12,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434216||NA|NA|ZZ-001,c6385,OCNT-2434216,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376099,OCNT-2434216-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376100,OCNT-2434216-ZZ-001_c6385_no-ctrls.png,UP,-4.03,0.272,-3.43,-4.44,0.752,0.0409,0.856,0.708,458E+03,131E+03,815E+03,322E+03,105E+03,798,107E+03,104E+03,0.853,1.71,0.518,0.306,0.357,0.261,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.73,-5.60,-5.60,-4.03,93.9,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434249,CCCC(NC(=O)CN1N=CC(=O)C2=CC=CC=C21)C(=O)NC1CCSC2=CC=C(Cl)C=C21,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434249||NA|NA|ZZ-001,c6385,OCNT-2434249,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376101,OCNT-2434249-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376102,OCNT-2434249-ZZ-001_c6385_no-ctrls.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL pEC50_CI_TOO_WIDE,6.4.1,-5.89,-5.87,-5.87,,,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548
OCNT-2434322,CCC(NC(=O)CN1N=CC(=O)C2=CC=CC=C21)C(=O)NC(C)C1=C(C)SC(C)=C1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434322||NA|NA|ZZ-001,c6385,OCNT-2434322,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376103,OCNT-2434322-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376104,OCNT-2434322-ZZ-001_c6385_no-ctrls.png,UP,-4.05,0.271,-3.46,-4.45,1.05,0.159,1.40,0.810,497E+03,173E+03,912E+03,321E+03,105E+03,798,107E+03,104E+03,0.947,1.98,0.509,0.299,0.356,0.246,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.29,-5.24,-5.24,-4.05,88.4,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434117,O=C(CN1N=CC(=O)C2=CC=CC=C21)NC1(CNS(=O)(=O)C2=CC=CS2)CCCCC1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434117||NA|NA|ZZ-001,c6385,OCNT-2434117,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376105,OCNT-2434117-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376106,OCNT-2434117-ZZ-001_c6385_no-ctrls.png,UP,-3.75,0.297,-3.15,-4.27,0.922,0.129,1.21,0.724,574E+03,200E+03,1.07E+06,329E+03,105E+03,798,107E+03,104E+03,1.13,2.32,0.536,0.254,0.305,0.208,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.16,-5.19,-5.19,-3.75,178,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434400,CC(C)(C)OC1CC(NC(=O)CN2N=CC(=O)C3=CC=CC=C32)C1N1C=CC=N1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434400||NA|NA|ZZ-001,c6385,OCNT-2434400,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376107,OCNT-2434400-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376108,OCNT-2434400-ZZ-001_c6385_no-ctrls.png,UP,-3.83,0.293,-3.20,-4.30,0.802,0.0755,0.984,0.711,496E+03,163E+03,919E+03,322E+03,105E+03,798,107E+03,104E+03,0.944,1.93,0.515,0.260,0.307,0.217,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.44,-5.37,-5.37,-3.83,148,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434399,CC1=CC=C(CNC(=O)CN2N=CC(=O)C3=CC=CC=C32)C(OCC2CCOC2)=C1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434399||NA|NA|ZZ-001,c6385,OCNT-2434399,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376109,OCNT-2434399-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376110,OCNT-2434399-ZZ-001_c6385_no-ctrls.png,UP,-4.60,0.214,-4.05,-4.88,1.10,0.149,1.42,0.836,409E+03,147E+03,836E+03,316E+03,105E+03,798,107E+03,104E+03,0.731,1.72,0.492,0.361,0.450,0.271,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.79,-5.62,-5.62,-4.60,25.0,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434136,CC1=C(C2=CC=CO2)N=C(C(C)NC(=O)CN2N=CC(=O)C3=CC=CC=C32)S1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434136||NA|NA|ZZ-001,c6385,OCNT-2434136,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376111,OCNT-2434136-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376112,OCNT-2434136-ZZ-001_c6385_no-ctrls.png,UP,-3.83,0.188,-3.43,-4.17,1.44,0.216,1.93,1.09,634E+03,223E+03,1.20E+06,341E+03,105E+03,798,107E+03,104E+03,1.28,2.64,0.575,0.214,0.263,0.171,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-4.74,-4.80,-4.80,-3.83,147,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434156,CCOC1=CC=C2OCCC(NC(=O)CN3N=CC(=O)C4=CC=CC=C43)C2=C1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434156||NA|NA|ZZ-001,c6385,OCNT-2434156,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376113,OCNT-2434156-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376114,OCNT-2434156-ZZ-001_c6385_no-ctrls.png,UP,-4.13,0.251,-3.57,-4.49,1.20,0.164,1.58,0.932,492E+03,172E+03,942E+03,320E+03,105E+03,798,107E+03,104E+03,0.934,2.06,0.511,0.334,0.395,0.280,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.22,-5.17,-5.17,-4.13,73.9,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434114,CC1=CC=C(C(NC(=O)CN2N=CC(=O)C3=CC=CC=C32)C2=CC=CC(S(C)(=O)=O)=C2)C(C)=C1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434114||NA|NA|ZZ-001,c6385,OCNT-2434114,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376115,OCNT-2434114-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376116,OCNT-2434114-ZZ-001_c6385_no-ctrls.png,UP,-4.62,0.282,-4.04,-5.04,1.10,0.167,1.49,0.836,504E+03,179E+03,925E+03,320E+03,105E+03,798,107E+03,104E+03,0.963,2.00,0.509,0.430,0.587,0.338,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.81,-5.77,-5.77,-4.62,24.1,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434412,CN(C)S(=O)(=O)C1=CC=CC(F)=C1CNC(=O)CN1N=CC(=O)C2=CC=CC=C21,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434412||NA|NA|ZZ-001,c6385,OCNT-2434412,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376117,OCNT-2434412-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376118,OCNT-2434412-ZZ-001_c6385_no-ctrls.png,UP,-3.58,0.290,-3.00,-4.12,0.845,0.0986,1.08,0.714,581E+03,194E+03,1.06E+06,332E+03,105E+03,798,107E+03,104E+03,1.15,2.30,0.549,0.215,0.262,0.174,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.11,-5.15,-5.15,-3.58,262,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
OCNT-2434340,CC1(C)CN(C2(CNC(=O)CN3N=CC(=O)C4=CC=CC=C43)CCCCC2)CCO1,ZZ-001,,2026-04-22,OPA_PXR-045,Plate01,OCNT-2434340||NA|NA|ZZ-001,c6385,OCNT-2434340,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376119,OCNT-2434340-ZZ-001_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376120,OCNT-2434340-ZZ-001_c6385_no-ctrls.png,UP,-4.09,0.295,-3.45,-4.53,0.946,0.127,1.22,0.738,469E+03,146E+03,857E+03,319E+03,105E+03,798,107E+03,104E+03,0.879,1.83,0.503,0.316,0.374,0.263,32.3E-06,3.97E-03,-3.79E-03,,,PASS,6.4.1,-5.47,-5.38,-5.38,-4.09,80.5,ec50_clean is deprecated - please use ec50_estimate!,OEA-55548,YES,NO,NO
