Molecule Name,Structure (CXSMILES),Batch Name,Barcode,Run Date,experiment_name,plate,chem_id,cell_line,frag_id,core_id,lib_plate_id,lib_well,batch,protein_reporter,reporter,gene_symbol,drc_curve,drc_curve File Name,drc_curve_no_ctrls,drc_curve_no_ctrls File Name,direction,ec50_estimate (log10([M])),ec50_std_error (log10([M])),ec50_ci_upper (log10([M])),ec50_ci_lower (log10([M])),slope_estimate (arb. units),slope_std_error (arb. units),slope_ci_upper (arb. units),slope_ci_lower (arb. units),emax_estimate (raw),emax_std_error (raw),emax_ci_upper (raw),emax_ci_lower (raw),emin_estimate (raw),emin_std_error (raw),emin_ci_upper (raw),emin_ci_lower (raw),emax_vs_pos_ctrl_estimate (linear),emax_vs_pos_ctrl_ci_upper (linear),emax_vs_pos_ctrl_ci_lower (linear),max_dose_activity_vs_pos_ctrl_estimate (linear),max_dose_activity_vs_pos_ctrl_ci_upper (linear),max_dose_activity_vs_pos_ctrl_ci_lower (linear),emin_vs_pos_ctrl_estimate (linear),emin_vs_pos_ctrl_ci_upper (linear),emin_vs_pos_ctrl_ci_lower (linear),pseudoyield,product_peak_area,qc_flag,version,ec05,conc_at_05_activity,conc_at_pos_ctrl_ec05_activity,ec50_clean (log10([M])),EC50 [uM],ec50_group,analysis_id,activity_status,saturation_status,rollover_status
OCNT-2432792,COC(C)(C(=O)NCCN1C2CCC1CC(O)C2)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432792||NA|NA|ZZ-002,c6385,OCNT-2432792,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376225,OCNT-2432792-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376226,OCNT-2432792-ZZ-002_c6385_no-ctrls.png,UP,-3.46,0.273,-2.84,-3.90,1.30,0.325,2.09,0.824,513E+03,177E+03,951E+03,276E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.31,2.66,0.575,0.104,0.139,0.0727,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.49,-4.56,-4.56,-3.46,350,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432467,COC(C)(C(=O)NC(C1=CC=CC=C1)C1=CC=C2NC=NC2=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432467||NA|NA|ZZ-002,c6385,OCNT-2432467,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376228,OCNT-2432467-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376230,OCNT-2432467-ZZ-002_c6385_no-ctrls.png,UP,-5.11,0.221,-4.54,-5.36,1.05,0.126,1.30,0.809,525E+03,139E+03,903E+03,410E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.34,2.45,0.975,0.989,1.17,0.805,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.35,-6.47,-6.47,-5.11,7.72,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432628,COC(C)(C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC1=CC=CS1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432628||NA|NA|ZZ-002,c6385,OCNT-2432628,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376231,OCNT-2432628-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376232,OCNT-2432628-ZZ-002_c6385_no-ctrls.png,UP,-5.58,0.0409,-5.50,-5.66,1.87,0.227,2.36,1.48,355E+03,13.2E+03,383E+03,331E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.825,0.944,0.727,0.820,0.936,0.724,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.28,-6.23,-6.23,-5.58,2.61,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432886,COC(C)(C(=O)NC(C)(C)C1=CN(C)N=N1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432886||NA|NA|ZZ-002,c6385,OCNT-2432886,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376233,OCNT-2432886-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376234,OCNT-2432886-ZZ-002_c6385_no-ctrls.png,UP,-3.83,0.162,-3.47,-4.10,2.07,0.570,3.39,1.30,517E+03,175E+03,941E+03,280E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.32,2.64,0.598,0.137,0.181,0.0986,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.49,-4.54,-4.54,-3.83,147,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432502,COC(C)(C(=O)NC(CC1=CC=C(F)C=C1)C1COC2=CC=CC=C2O1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432502||NA|NA|ZZ-002,c6385,OCNT-2432502,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376235,OCNT-2432502-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376236,OCNT-2432502-ZZ-002_c6385_no-ctrls.png,UP,-5.51,0.134,-5.30,-5.74,2.32,0.864,4.21,1.57,533E+03,122E+03,760E+03,340E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.37,2.11,0.747,0.893,1.51,0.480,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.11,-6.19,-6.19,-5.51,3.12,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,UNKNOWN,NO
OCNT-2432931,COC(C)(C(=O)NC(C)C1CC2CCC1CC2)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432931||NA|NA|ZZ-002,c6385,OCNT-2432931,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376237,OCNT-2432931-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376238,OCNT-2432931-ZZ-002_c6385_no-ctrls.png,UP,-5.26,0.0465,-5.16,-5.34,1.91,0.212,2.36,1.53,449E+03,20.1E+03,492E+03,412E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.11,1.29,0.970,1.09,1.26,0.959,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.93,-5.96,-5.96,-5.26,5.55,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432569,COC(C)(C(=O)NC1(CCO)CCSCC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432569||NA|NA|ZZ-002,c6385,OCNT-2432569,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376239,OCNT-2432569-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376240,OCNT-2432569-ZZ-002_c6385_no-ctrls.png,UP,-3.73,0.195,-3.28,-4.04,2.05,0.609,3.57,1.22,526E+03,179E+03,960E+03,286E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.35,2.68,0.606,0.0989,0.136,0.0665,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.41,-4.46,-4.46,-3.73,186,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432469,COC(C)(C(=O)NCC1CC2CC2C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432469||NA|NA|ZZ-002,c6385,OCNT-2432469,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376243,OCNT-2432469-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376244,OCNT-2432469-ZZ-002_c6385_no-ctrls.png,UP,-3.73,0.197,-3.31,-4.08,1.33,0.202,1.79,0.988,498E+03,163E+03,899E+03,279E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.26,2.51,0.582,0.184,0.232,0.143,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.72,-4.77,-4.77,-3.73,185,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432885,COC(C)(C(=O)NCC1=C(N2C=CC=C2)SC=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432885||NA|NA|ZZ-002,c6385,OCNT-2432885,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376247,OCNT-2432885-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376248,OCNT-2432885-ZZ-002_c6385_no-ctrls.png,UP,-5.52,0.0407,-5.44,-5.59,2.60,0.310,3.28,2.06,387E+03,21.4E+03,433E+03,349E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.922,1.09,0.780,0.898,1.04,0.768,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.02,-6.00,-6.00,-5.52,3.04,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,YES
OCNT-2432858,COC(C)(C(=O)NC1CC(OC(C)(C)C)C1N1C=CC=N1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432858||NA|NA|ZZ-002,c6385,OCNT-2432858,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376251,OCNT-2432858-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376252,OCNT-2432858-ZZ-002_c6385_no-ctrls.png,UP,-5.62,0.0546,-5.50,-5.72,1.60,0.254,2.18,1.18,295E+03,11.9E+03,321E+03,273E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.643,0.745,0.559,0.636,0.731,0.555,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.44,-6.31,-6.31,-5.62,2.39,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432644,COC(C)(C(=O)NCC(C1=CC=C(SC)C=C1)N(C)C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432644||NA|NA|ZZ-002,c6385,OCNT-2432644,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376255,OCNT-2432644-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376256,OCNT-2432644-ZZ-002_c6385_no-ctrls.png,UP,-4.93,0.0932,-4.72,-5.09,1.60,0.196,2.01,1.25,370E+03,31.0E+03,443E+03,321E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.871,1.12,0.704,0.782,0.918,0.669,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.74,-5.70,-5.70,-4.93,11.8,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432761,COC(C)(C(=O)NCCCOC1=CC(C)=CC(C)=C1C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432761||NA|NA|ZZ-002,c6385,OCNT-2432761,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376257,OCNT-2432761-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376258,OCNT-2432761-ZZ-002_c6385_no-ctrls.png,UP,-5.51,0.0508,-5.40,-5.60,1.83,0.219,2.30,1.46,288E+03,12.4E+03,315E+03,266E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.620,0.723,0.535,0.610,0.706,0.526,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.22,-6.09,-6.09,-5.51,3.10,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432808,COC(C)(C(=O)NC(C)CN1N=C(C(F)(F)F)C=C1C1CC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432808||NA|NA|ZZ-002,c6385,OCNT-2432808,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376259,OCNT-2432808-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376260,OCNT-2432808-ZZ-002_c6385_no-ctrls.png,UP,-5.51,0.0608,-5.38,-5.62,1.35,0.124,1.61,1.14,354E+03,15.5E+03,386E+03,325E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.821,0.951,0.712,0.800,0.916,0.699,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.46,-6.39,-6.39,-5.51,3.12,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432917,COC(C)(C(=O)NC1CC2(CC(COCC3=CC=CC=C3)C2)C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432917||NA|NA|ZZ-002,c6385,OCNT-2432917,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376261,OCNT-2432917-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376262,OCNT-2432917-ZZ-002_c6385_no-ctrls.png,UP,-5.01,0.187,-4.55,-5.27,1.27,0.201,1.71,0.930,323E+03,89.6E+03,586E+03,254E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.728,1.57,0.496,0.339,0.403,0.285,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.04,-5.90,-5.90,-5.01,9.85,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2432780,CCC(NC(=O)C(C)(OC)C1=CC=CC=C1)C(=O)NC(C)C1=C(C)SC(C)=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432780||NA|NA|ZZ-002,c6385,OCNT-2432780,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376263,OCNT-2432780-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376264,OCNT-2432780-ZZ-002_c6385_no-ctrls.png,UP,-5.74,0.0398,-5.65,-5.81,1.94,0.232,2.45,1.49,281E+03,9.28E+03,300E+03,263E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.600,0.684,0.526,0.593,0.682,0.508,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.40,-6.28,-6.28,-5.74,1.84,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432985,COC(C)(C(=O)NC1(CC2=CC=CC(Br)=C2)CCOC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432985||NA|NA|ZZ-002,c6385,OCNT-2432985,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376265,OCNT-2432985-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376266,OCNT-2432985-ZZ-002_c6385_no-ctrls.png,UP,-5.43,0.0587,-5.30,-5.53,1.52,0.165,1.87,1.23,335E+03,14.8E+03,368E+03,308E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.765,0.894,0.660,0.747,0.862,0.651,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.28,-6.19,-6.19,-5.43,3.74,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432645,COC(C)(C(=O)NCC1=CN=NN1C1=CC=CC=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432645||NA|NA|ZZ-002,c6385,OCNT-2432645,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376269,OCNT-2432645-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376270,OCNT-2432645-ZZ-002_c6385_no-ctrls.png,UP,-5.33,0.0735,-5.14,-5.43,2.09,0.280,2.64,1.55,344E+03,35.0E+03,428E+03,299E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.791,1.03,0.643,0.658,0.807,0.531,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.95,-5.90,-5.90,-5.33,4.72,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,UNKNOWN,NO
OCNT-2432744,"COC(C)(C(=O)N[C@H]1CCC[C@H]1N1C=NN=C1)C1=CC=CC=C1 |&1:7,11|",ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432744||NA|NA|ZZ-002,c6385,OCNT-2432744,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376273,OCNT-2432744-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376274,OCNT-2432744-ZZ-002_c6385_no-ctrls.png,UP,-3.71,0.238,-3.23,-4.12,1.13,0.144,1.44,0.875,465E+03,167E+03,876E+03,263E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.16,2.42,0.540,0.196,0.243,0.153,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.86,-4.89,-4.89,-3.71,195,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432526,C=C1C(NC(=O)C(C)(OC)C2=CC=CC=C2)C[C@H]2C[C@@H]1C2(C)C,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432526||NA|NA|ZZ-002,c6385,OCNT-2432526,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376275,OCNT-2432526-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376277,OCNT-2432526-ZZ-002_c6385_no-ctrls.png,UP,-5.50,0.0572,-5.39,-5.61,1.42,0.143,1.72,1.17,338E+03,14.5E+03,369E+03,311E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.772,0.897,0.667,0.754,0.867,0.657,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.41,-6.33,-6.33,-5.50,3.13,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2432900,COC(C)(C(=O)NCC1=CC2=C(C=C1Br)OC(C)(C)O2)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432900||NA|NA|ZZ-002,c6385,OCNT-2432900,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376279,OCNT-2432900-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376280,OCNT-2432900-ZZ-002_c6385_no-ctrls.png,UP,-5.37,0.197,-4.96,-5.70,1.39,0.206,1.88,1.07,461E+03,139E+03,809E+03,294E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.15,2.20,0.634,0.726,0.884,0.586,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.31,-6.35,-6.35,-5.37,4.23,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2432565,COC(C)(C(=O)NC(C1=CC=C(C)O1)C1(C)CCCO1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432565||NA|NA|ZZ-002,c6385,OCNT-2432565,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376283,OCNT-2432565-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376284,OCNT-2432565-ZZ-002_c6385_no-ctrls.png,UP,-5.14,0.0802,-4.97,-5.28,1.41,0.175,1.80,1.12,344E+03,21.0E+03,392E+03,309E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.791,0.966,0.666,0.736,0.851,0.639,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.06,-5.98,-5.98,-5.14,7.27,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432909,COC(C)(C(=O)NCC1=CC(C(F)(F)F)=CC(S(C)(=O)=O)=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432909||NA|NA|ZZ-002,c6385,OCNT-2432909,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376287,OCNT-2432909-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376289,OCNT-2432909-ZZ-002_c6385_no-ctrls.png,UP,-5.39,0.0930,-5.15,-5.51,1.25,0.117,1.49,1.03,448E+03,44.8E+03,572E+03,401E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.11,1.56,0.932,1.02,1.16,0.888,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.42,-6.46,-6.46,-5.39,4.08,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432570,COC(C)(C(=O)NC1(C2=CN=CN2C)CC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432570||NA|NA|ZZ-002,c6385,OCNT-2432570,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376293,OCNT-2432570-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376294,OCNT-2432570-ZZ-002_c6385_no-ctrls.png,UP,-3.90,0.288,-3.26,-4.33,0.827,0.0799,1.01,0.715,369E+03,119E+03,692E+03,257E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.868,1.88,0.515,0.260,0.314,0.216,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-5.46,-5.35,-5.35,-3.90,125,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432509,"COC(C)(C(=O)N[C@H]1CCO[C@@H]1C1=CN=CC(C2=CC=CC=C2F)=C1)C1=CC=CC=C1 |&1:7,11|",ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432509||NA|NA|ZZ-002,c6385,OCNT-2432509,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376297,OCNT-2432509-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376298,OCNT-2432509-ZZ-002_c6385_no-ctrls.png,UP,-5.35,0.0982,-5.16,-5.54,1.49,0.169,1.87,1.21,500E+03,56.8E+03,617E+03,402E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.27,1.65,0.932,0.887,1.05,0.744,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.22,-6.30,-6.30,-5.35,4.43,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432923,COC(C)(C(=O)NC1CCS(=O)(=O)C2=CC=C(Cl)C=C21)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432923||NA|NA|ZZ-002,c6385,OCNT-2432923,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376302,OCNT-2432923-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376304,OCNT-2432923-ZZ-002_c6385_no-ctrls.png,UP,-5.44,0.0499,-5.33,-5.53,1.80,0.217,2.27,1.42,314E+03,12.6E+03,340E+03,291E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.699,0.804,0.607,0.691,0.789,0.603,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.16,-6.06,-6.06,-5.44,3.64,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2433033,COC(C)(C(=O)NCC1=CC2=CC(F)=CC=C2S1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2433033||NA|NA|ZZ-002,c6385,OCNT-2433033,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376305,OCNT-2433033-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376306,OCNT-2433033-ZZ-002_c6385_no-ctrls.png,UP,-5.41,0.0832,-5.21,-5.53,1.83,0.274,2.42,1.32,289E+03,26.5E+03,347E+03,257E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,0.624,0.805,0.513,0.569,0.675,0.484,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.12,-6.00,-6.00,-5.41,3.92,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2432523,COC(C)(C(=O)NCC1(C)NC(=O)NC1=O)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432523||NA|NA|ZZ-002,c6385,OCNT-2432523,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376309,OCNT-2432523-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376310,OCNT-2432523-ZZ-002_c6385_no-ctrls.png,UP,-3.39,0.282,-2.79,-3.88,0.922,0.119,1.19,0.739,479E+03,168E+03,918E+03,269E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.20,2.56,0.556,0.145,0.186,0.109,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.80,-4.85,-4.85,-3.39,410,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2432787,COC(C)(C(=O)NCC1=CC=C(C)N=C1N1C=C(Cl)C=N1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432787||NA|NA|ZZ-002,c6385,OCNT-2432787,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376312,OCNT-2432787-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376314,OCNT-2432787-ZZ-002_c6385_no-ctrls.png,UP,-5.38,0.0535,-5.26,-5.48,1.98,0.209,2.41,1.60,436E+03,31.3E+03,506E+03,383E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.07,1.31,0.884,0.993,1.16,0.843,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-6.03,-6.05,-6.05,-5.38,4.17,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,UNKNOWN,YES
