Molecule Name,Structure (CXSMILES),Batch Name,Barcode,Run Date,experiment_name,plate,chem_id,cell_line,frag_id,core_id,lib_plate_id,lib_well,batch,protein_reporter,reporter,gene_symbol,drc_curve,drc_curve File Name,drc_curve_no_ctrls,drc_curve_no_ctrls File Name,direction,ec50_estimate (log10([M])),ec50_std_error (log10([M])),ec50_ci_upper (log10([M])),ec50_ci_lower (log10([M])),slope_estimate (arb. units),slope_std_error (arb. units),slope_ci_upper (arb. units),slope_ci_lower (arb. units),emax_estimate (raw),emax_std_error (raw),emax_ci_upper (raw),emax_ci_lower (raw),emin_estimate (raw),emin_std_error (raw),emin_ci_upper (raw),emin_ci_lower (raw),emax_vs_pos_ctrl_estimate (linear),emax_vs_pos_ctrl_ci_upper (linear),emax_vs_pos_ctrl_ci_lower (linear),max_dose_activity_vs_pos_ctrl_estimate (linear),max_dose_activity_vs_pos_ctrl_ci_upper (linear),max_dose_activity_vs_pos_ctrl_ci_lower (linear),emin_vs_pos_ctrl_estimate (linear),emin_vs_pos_ctrl_ci_upper (linear),emin_vs_pos_ctrl_ci_lower (linear),pseudoyield,product_peak_area,qc_flag,version,ec05,conc_at_05_activity,conc_at_pos_ctrl_ec05_activity,ec50_clean (log10([M])),EC50 [uM],ec50_group,analysis_id,activity_status,saturation_status,rollover_status
OCNT-2432816,COC(C)(C(=O)NCC1=C(O)N=NC(C)=C1C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate01,OCNT-2432816||NA|NA|ZZ-002,c6385,OCNT-2432816,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376411,OCNT-2432816-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376412,OCNT-2432816-ZZ-002_c6385_no-ctrls.png,UP,-4.08,0.188,-3.71,-4.44,1.43,0.189,1.86,1.13,539E+03,172E+03,950E+03,301E+03,84.8E+03,1.03E+03,86.9E+03,82.8E+03,1.39,2.63,0.654,0.432,0.507,0.364,65.4E-06,6.45E-03,-6.08E-03,,,PASS,6.4.1,-4.99,-5.08,-5.08,-4.08,82.6,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-0002416,COC(C)(C(=O)O)C1=CC=CC=C1,AA-003,,2026-04-22,OPA_PXR-046,Plate02,OCNT-0002416||NA|NA|AA-003,c6385,OCNT-0002416,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376139,OCNT-0002416-AA-003_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376140,OCNT-0002416-AA-003_c6385_no-ctrls.png,UP,-2.39,0.321,-1.74,-3.00,0.803,0.100,1.08,0.709,465E+03,165E+03,864E+03,248E+03,77.6E+03,808,79.2E+03,76.0E+03,1.29,2.62,0.565,0.0359,0.0529,0.0204,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.00,-4.10,-4.10,-2.39,4.07E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433243,CCN(CCN1CC=CC1)C(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433243||NA|NA|ZZ-002,c6385,OCNT-2433243,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376417,OCNT-2433243-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376418,OCNT-2433243-ZZ-002_c6385_no-ctrls.png,UP,-2.99,0.280,-2.43,-3.50,0.777,0.0707,0.964,0.708,441E+03,149E+03,810E+03,246E+03,77.6E+03,808,79.2E+03,76.0E+03,1.21,2.47,0.566,0.101,0.134,0.0707,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.65,-4.71,-4.71,-2.99,1.03E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433270,"COC(C)(C(=O)N(C1CC1)[C@@H]1COC[C@H]1O)C1=CC=CC=C1 |&1:10,14|",ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433270||NA|NA|ZZ-002,c6385,OCNT-2433270,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376421,OCNT-2433270-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376422,OCNT-2433270-ZZ-002_c6385_no-ctrls.png,UP,-3.02,0.591,-1.59,-3.84,1.56,0.616,3.15,0.772,471E+03,158E+03,846E+03,253E+03,77.6E+03,808,79.2E+03,76.0E+03,1.31,2.54,0.585,0.0298,0.0610,633E-06,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.96,-4.02,-4.02,-3.02,959,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433315,COC(C)(C(=O)N1CCSC1C1=CC=CO1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433315||NA|NA|ZZ-002,c6385,OCNT-2433315,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376423,OCNT-2433315-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376424,OCNT-2433315-ZZ-002_c6385_no-ctrls.png,UP,-3.55,0.248,-2.99,-3.94,1.46,0.385,2.39,0.906,470E+03,157E+03,852E+03,258E+03,77.6E+03,808,79.2E+03,76.0E+03,1.31,2.55,0.601,0.105,0.144,0.0719,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.48,-4.54,-4.54,-3.55,284,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433177,COC(C)(C(=O)NC(C1=C(C)C2=CC=CC=C2O1)C(C)C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433177||NA|NA|ZZ-002,c6385,OCNT-2433177,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376427,OCNT-2433177-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376428,OCNT-2433177-ZZ-002_c6385_no-ctrls.png,UP,-5.32,0.0520,-5.21,-5.41,1.62,0.181,2.00,1.30,356E+03,16.3E+03,392E+03,327E+03,77.6E+03,808,79.2E+03,76.0E+03,0.929,1.08,0.794,0.905,1.03,0.783,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.12,-6.10,-6.10,-5.32,4.75,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433379,CO[C@@H]1C[C@@H](C2=NC(C)=C(C)N2)N(C(=O)C(C)(OC)C2=CC=CC=C2)C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433379||NA|NA|ZZ-002,c6385,OCNT-2433379,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376431,OCNT-2433379-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376432,OCNT-2433379-ZZ-002_c6385_no-ctrls.png,FLAT,-2.91,0.715,-1.22,-3.84,1.64,0.643,3.19,0.810,469E+03,158E+03,853E+03,252E+03,77.6E+03,808,79.2E+03,76.0E+03,1.31,2.59,0.577,0.0238,0.0562,-1.89E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.80,-3.87,-3.87,-2.91,1.24E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433378,C#CCN1CCC(N(C(=O)C(C)(OC)C2=CC=CC=C2)C2CCOCC2)CC1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433378||NA|NA|ZZ-002,c6385,OCNT-2433378,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376434,OCNT-2433378-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376435,OCNT-2433378-ZZ-002_c6385_no-ctrls.png,FLAT,-1.87,0.605,-1.03,-3.20,1.63,0.705,3.45,0.825,460E+03,159E+03,847E+03,249E+03,77.6E+03,808,79.2E+03,76.0E+03,1.27,2.57,0.571,1.89E-03,0.0119,-4.65E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.77,-2.87,-2.87,-1.87,13.6E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433194,COC(C)(C(=O)NCC1=CC=CC(OC2=CC=CC=C2F)=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433194||NA|NA|ZZ-002,c6385,OCNT-2433194,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376439,OCNT-2433194-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376440,OCNT-2433194-ZZ-002_c6385_no-ctrls.png,UP,-5.42,0.161,-5.09,-5.68,2.05,0.450,3.15,1.47,370E+03,113E+03,656E+03,238E+03,77.6E+03,808,79.2E+03,76.0E+03,0.972,1.95,0.534,0.699,1.02,0.509,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.07,-6.06,-6.06,-5.42,3.76,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2433222,COC1=CC(C(C)NC(=O)C(C)(OC)C2=CC=CC=C2)=CC2=CC=CC=C21,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433222||NA|NA|ZZ-002,c6385,OCNT-2433222,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376441,OCNT-2433222-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376442,OCNT-2433222-ZZ-002_c6385_no-ctrls.png,UP,-3.04,0.301,-2.44,-3.59,0.858,0.125,1.18,0.714,458E+03,157E+03,842E+03,248E+03,77.6E+03,808,79.2E+03,76.0E+03,1.27,2.56,0.568,0.0944,0.129,0.0638,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.55,-4.64,-4.64,-3.04,919,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433392,CCOC(=O)CCCCCN(C)C(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433392||NA|NA|ZZ-002,c6385,OCNT-2433392,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376445,OCNT-2433392-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376446,OCNT-2433392-ZZ-002_c6385_no-ctrls.png,FLAT,-2.06,0.699,-1.04,-3.46,1.60,0.651,3.32,0.817,463E+03,157E+03,866E+03,253E+03,77.6E+03,808,79.2E+03,76.0E+03,1.28,2.62,0.584,4.03E-03,0.0221,-4.27E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.98,-3.07,-3.07,-2.06,8.63E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433326,COC(C)(C(=O)N(C1CC1)C(C)C(C)C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433326||NA|NA|ZZ-002,c6385,OCNT-2433326,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376449,OCNT-2433326-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376450,OCNT-2433326-ZZ-002_c6385_no-ctrls.png,FLAT,-1.95,0.631,-1.04,-3.28,1.70,0.731,3.65,0.852,463E+03,157E+03,841E+03,250E+03,77.6E+03,808,79.2E+03,76.0E+03,1.28,2.55,0.582,1.83E-03,0.0116,-4.58E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.81,-2.91,-2.91,-1.95,11.3E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433165,COC(C)(C(=O)NC(CC1CC1)C1=CC=C(Cl)C=N1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433165||NA|NA|ZZ-002,c6385,OCNT-2433165,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376453,OCNT-2433165-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376454,OCNT-2433165-ZZ-002_c6385_no-ctrls.png,UP,-5.42,0.0411,-5.33,-5.49,1.81,0.170,2.16,1.50,391E+03,15.2E+03,424E+03,363E+03,77.6E+03,808,79.2E+03,76.0E+03,1.04,1.19,0.900,1.03,1.17,0.895,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.13,-6.14,-6.14,-5.42,3.83,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2433286,CCSCC(C)N(C)C(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433286||NA|NA|ZZ-002,c6385,OCNT-2433286,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376455,OCNT-2433286-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376457,OCNT-2433286-ZZ-002_c6385_no-ctrls.png,FLAT,-2.02,0.630,-1.05,-3.18,1.47,0.593,2.93,0.782,470E+03,155E+03,848E+03,254E+03,77.6E+03,808,79.2E+03,76.0E+03,1.31,2.60,0.590,4.79E-03,0.0239,-4.23E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.00,-3.10,-3.10,-2.02,9.53E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433277,COC(C)(C(=O)N(C)CC1=CCSC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433277||NA|NA|ZZ-002,c6385,OCNT-2433277,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376459,OCNT-2433277-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376460,OCNT-2433277-ZZ-002_c6385_no-ctrls.png,FLAT,-1.92,0.602,-1.05,-3.13,1.55,0.616,3.16,0.808,463E+03,158E+03,850E+03,254E+03,77.6E+03,808,79.2E+03,76.0E+03,1.28,2.60,0.581,2.67E-03,0.0157,-4.33E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.86,-2.96,-2.96,-1.92,11.9E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433219,COC(C)(C(=O)NCC1=CC2=C(CCN(C)C2)NC1=O)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433219||NA|NA|ZZ-002,c6385,OCNT-2433219,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376463,OCNT-2433219-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376464,OCNT-2433219-ZZ-002_c6385_no-ctrls.png,FLAT,-1.81,0.550,-1.03,-2.99,1.70,0.712,3.54,0.861,456E+03,152E+03,825E+03,252E+03,77.6E+03,808,79.2E+03,76.0E+03,1.26,2.49,0.583,1.08E-03,8.49E-03,-4.69E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.66,-2.77,-2.77,-1.81,15.6E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433350,COC(C)(C(=O)N1COC2CCCCC2C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433350||NA|NA|ZZ-002,c6385,OCNT-2433350,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376467,OCNT-2433350-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376468,OCNT-2433350-ZZ-002_c6385_no-ctrls.png,UP,-2.73,0.479,-1.44,-3.27,1.18,0.294,1.81,0.752,496E+03,172E+03,913E+03,252E+03,77.6E+03,808,79.2E+03,76.0E+03,1.40,2.78,0.592,0.0275,0.0559,970E-06,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.87,-3.96,-3.96,-2.73,1.88E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433343,COC(C)(C(=O)N1CCC(=C2C(=O)NC3=CC(Cl)=CC=C32)CC1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433343||NA|NA|ZZ-002,c6385,OCNT-2433343,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376469,OCNT-2433343-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376471,OCNT-2433343-ZZ-002_c6385_no-ctrls.png,UP,-3.65,0.227,-3.15,-4.04,1.20,0.180,1.60,0.894,454E+03,153E+03,821E+03,249E+03,77.6E+03,808,79.2E+03,76.0E+03,1.25,2.53,0.561,0.172,0.217,0.132,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.74,-4.80,-4.80,-3.65,226,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433224,COC(C)(C(=O)NCC1=CC=CC(C(=O)NCC2CCCO2)=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433224||NA|NA|ZZ-002,c6385,OCNT-2433224,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376473,OCNT-2433224-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376474,OCNT-2433224-ZZ-002_c6385_no-ctrls.png,FLAT,-1.98,0.622,-1.05,-3.18,1.50,0.636,3.18,0.776,466E+03,154E+03,830E+03,255E+03,77.6E+03,808,79.2E+03,76.0E+03,1.29,2.51,0.589,4.08E-03,0.0207,-4.21E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-2.95,-3.05,-3.05,-1.98,10.6E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433124,COC(C)(C(=O)NC(C1=CC=C(F)C=C1)C1=CC=CS1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433124||NA|NA|ZZ-002,c6385,OCNT-2433124,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376477,OCNT-2433124-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376478,OCNT-2433124-ZZ-002_c6385_no-ctrls.png,UP,-5.48,0.0337,-5.41,-5.54,2.57,0.234,3.09,2.18,360E+03,15.7E+03,404E+03,334E+03,77.6E+03,808,79.2E+03,76.0E+03,0.939,1.07,0.811,0.917,1.05,0.761,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.98,-5.97,-5.97,-5.48,3.31,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
OCNT-2433257,COC(C)(C(=O)N(C)CC(O)CF)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433257||NA|NA|ZZ-002,c6385,OCNT-2433257,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376481,OCNT-2433257-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376482,OCNT-2433257-ZZ-002_c6385_no-ctrls.png,UP,-3.12,0.311,-2.50,-3.69,0.922,0.170,1.34,0.716,464E+03,159E+03,852E+03,251E+03,77.6E+03,808,79.2E+03,76.0E+03,1.29,2.60,0.577,0.0987,0.132,0.0696,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-4.55,-4.64,-4.64,-3.12,752,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433063,"COC(C)(C(=O)NC[C@H]1OC2=CC=C(F)C=C2[C@H]1C1=CC=CC=C1)C1=CC=CC=C1 |&1:8,17|",ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433063||NA|NA|ZZ-002,c6385,OCNT-2433063,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376484,OCNT-2433063-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376485,OCNT-2433063-ZZ-002_c6385_no-ctrls.png,UP,-5.65,0.192,-5.26,-5.98,0.845,0.0785,1.03,0.724,496E+03,83.3E+03,693E+03,377E+03,77.6E+03,808,79.2E+03,76.0E+03,1.40,2.07,0.977,1.03,1.24,0.872,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-7.18,-7.36,-7.36,-5.65,2.22,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,YES
OCNT-2433178,COC(C)(C(=O)NCC1=CC=C(C2=CC=C3OCCC3=C2)C=C1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433178||NA|NA|ZZ-002,c6385,OCNT-2433178,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376487,OCNT-2433178-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376488,OCNT-2433178-ZZ-002_c6385_no-ctrls.png,UP,-4.00,0.139,-3.69,-4.24,0.717,0.0102,0.744,0.707,243E+03,14.1E+03,281E+03,230E+03,77.6E+03,808,79.2E+03,76.0E+03,0.552,0.681,0.479,0.209,0.260,0.159,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.78,-5.39,-5.39,-4.00,99.9,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433169,CCN1N=NC(Br)=C1CNC(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433169||NA|NA|ZZ-002,c6385,OCNT-2433169,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376491,OCNT-2433169-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376492,OCNT-2433169-ZZ-002_c6385_no-ctrls.png,UP,-5.04,0.109,-4.65,-5.19,1.45,0.208,1.89,1.04,248E+03,19.2E+03,316E+03,231E+03,77.6E+03,808,79.2E+03,76.0E+03,0.569,0.813,0.483,0.512,0.583,0.450,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-5.94,-5.75,-5.75,-5.04,9.14,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433323,COC(C)(C(=O)N1CC2=NNC=C2C1C(N)=O)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433323||NA|NA|ZZ-002,c6385,OCNT-2433323,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376494,OCNT-2433323-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376496,OCNT-2433323-ZZ-002_c6385_no-ctrls.png,UP,-2.69,0.443,-1.63,-3.27,1.09,0.270,1.67,0.729,498E+03,171E+03,911E+03,265E+03,77.6E+03,808,79.2E+03,76.0E+03,1.40,2.76,0.625,0.0312,0.0577,4.77E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.93,-4.04,-4.04,-2.69,2.05E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433099,COC(C)(C(=O)NC(C)C(=O)N1C2=CC=CC=C2CC1C)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433099||NA|NA|ZZ-002,c6385,OCNT-2433099,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376497,OCNT-2433099-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376498,OCNT-2433099-ZZ-002_c6385_no-ctrls.png,UP,-5.26,0.0955,-5.06,-5.42,1.07,0.106,1.30,0.879,384E+03,25.5E+03,441E+03,341E+03,77.6E+03,808,79.2E+03,76.0E+03,1.02,1.25,0.850,0.925,1.06,0.803,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.47,-6.47,-6.47,-5.26,5.52,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,NO,NO
OCNT-2433372,CCN(CC)CCN(CC(C)C)C(=O)C(C)(OC)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433372||NA|NA|ZZ-002,c6385,OCNT-2433372,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376501,OCNT-2433372-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376502,OCNT-2433372-ZZ-002_c6385_no-ctrls.png,FLAT,-2.40,0.638,-1.11,-3.26,1.31,0.443,2.40,0.749,476E+03,158E+03,851E+03,255E+03,77.6E+03,808,79.2E+03,76.0E+03,1.33,2.59,0.575,0.0136,0.0402,-2.71E-03,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-3.47,-3.55,-3.55,-2.40,3.96E+03,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,NO,NO,NO
OCNT-2433138,COC(C)(C(=O)NCCOC1=NC2=CC=CC=C2S1)C1=CC=CC=C1,ZZ-002,,2026-04-22,OPA_PXR-046,Plate02,OCNT-2433138||NA|NA|ZZ-002,c6385,OCNT-2433138,,,,,,gal4uas,GAL4_DBD-NR1I2_LBD,https://app.collaborativedrug.com/vaults/5589/files/36376505,OCNT-2433138-ZZ-002_c6385.png,https://app.collaborativedrug.com/vaults/5589/files/36376506,OCNT-2433138-ZZ-002_c6385_no-ctrls.png,UP,-5.61,0.0484,-5.51,-5.70,1.63,0.199,2.07,1.29,288E+03,10.7E+03,310E+03,268E+03,77.6E+03,808,79.2E+03,76.0E+03,0.701,0.801,0.609,0.695,0.790,0.604,51.4E-06,5.49E-03,-5.25E-03,,,PASS,6.4.1,-6.40,-6.30,-6.30,-5.61,2.47,ec50_clean is deprecated - please use ec50_estimate!,OEA-55547,YES,YES,NO
